"","ampl total power alpha","ampl total power beta","ampl total power delta","ampl total power gamma","ampl total power theta","approx entropy","betw cen e-icoh alpha","betw cen e-icoh beta","betw cen e-icoh delta","betw cen e-icoh gamma","betw cen e-icoh theta","betw cen e-plv alpha","betw cen e-plv beta","betw cen e-plv delta","betw cen e-plv gamma","betw cen e-plv theta","betw cen e-wpli alpha","betw cen e-wpli beta","betw cen e-wpli delta","betw cen e-wpli gamma","betw cen e-wpli theta","betw cen s-lcoh alpha","betw cen s-lcoh beta","betw cen s-lcoh delta","betw cen s-lcoh gamma","betw cen s-lcoh theta","betw cen s-lps alpha","betw cen s-lps beta","betw cen s-lps delta","betw cen s-lps gamma","betw cen s-lps theta","clust coef e-icoh alpha","clust coef e-icoh beta","clust coef e-icoh delta","clust coef e-icoh gamma","clust coef e-icoh theta","clust coef e-plv alpha","clust coef e-plv beta","clust coef e-plv delta","clust coef e-plv gamma","clust coef e-plv theta","clust coef e-wpli alpha","clust coef e-wpli beta","clust coef e-wpli delta","clust coef e-wpli gamma","clust coef e-wpli theta","clust coef s-lcoh alpha","clust coef s-lcoh beta","clust coef s-lcoh delta","clust coef s-lcoh gamma","clust coef s-lcoh theta","clust coef s-lps alpha","clust coef s-lps beta","clust coef s-lps delta","clust coef s-lps gamma","clust coef s-lps theta","correlation dimension","dfa exponent alpha","dfa exponent beta","dfa exponent delta","dfa exponent gamma","dfa exponent theta","higuchi fractal dim","hjorth activity","hjorth complexity","hjorth mobility","katz fractal dim","kurtosis ampl alpha","kurtosis ampl beta","kurtosis ampl delta","kurtosis ampl gamma","kurtosis ampl theta","life time alpha","life time beta","life time delta","life time gamma","life time theta","lyapunov exponent","lzc exhaustive","lzc primitive","mean ampl alpha","mean ampl beta","mean ampl delta","mean ampl gamma","mean ampl theta","microstate A","microstate B","microstate C","microstate D","microstate E","mod index alpha-beta","mod index alpha-gamma","mod index beta-gamma","mod index delta-alpha","mod index delta-beta","mod index delta-gamma","mod index delta-theta","mod index theta-alpha","mod index theta-beta","mod index theta-gamma","node str e-icoh alpha","node str e-icoh beta","node str e-icoh delta","node str e-icoh gamma","node str e-icoh theta","node str e-plv alpha","node str e-plv beta","node str e-plv delta","node str e-plv gamma","node str e-plv theta","node str e-wpli alpha","node str e-wpli beta","node str e-wpli delta","node str e-wpli gamma","node str e-wpli theta","node str s-lcoh alpha","node str s-lcoh beta","node str s-lcoh delta","node str s-lcoh gamma","node str s-lcoh theta","node str s-lps alpha","node str s-lps beta","node str s-lps delta","node str s-lps gamma","node str s-lps theta","permutation entropy","range asymmetry alpha","range asymmetry beta","range asymmetry delta","range asymmetry gamma","range asymmetry theta","range coef var alpha","range coef var beta","range coef var delta","range coef var gamma","range coef var theta","relative ampl alpha","relative ampl beta","relative ampl delta","relative ampl gamma","relative ampl theta","rqa determinism","rqa entropy","rqa laminarity","rqa max diagonal","rqa max vertical","rqa mean diagonal","rqa rte","rqa trapping time","sample entropy","skewness ampl alpha","skewness ampl beta","skewness ampl delta","skewness ampl gamma","skewness ampl theta","source ampl alpha","source ampl beta","source ampl delta","source ampl gamma","source ampl theta","spectral entropy alpha","spectral entropy beta","spectral entropy delta","spectral entropy gamma","spectral entropy theta","std ampl alpha","std ampl beta","std ampl delta","std ampl gamma","std ampl theta","waiting time alpha","waiting time beta","waiting time delta","waiting time gamma","waiting time theta"
"node str e-plv theta",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.21804821573824e-15,0.468981024415674,0.00264701618701646,0.407207702682134,0,0.000894810990125006,0.409356461781021,0.0910968120893247,0.331132939394097,0,0.000412104542817593,0.361462821378098,0.0858859966816257,0.314451058917099,0,0,0,0.00167438814954901,0.0441441805689252,0.178343565316045,0,2.1076473899484e-12,0.0778801070282783,4.41757852520652e-10,0.690813853902945,7.42009950149836e-08,7.9135158426169e-09,0,3.95716792667145e-12,0,0,0,0,0,0,0,0,5.1452841987043e-11,0,0,0.215807062452848,0.231684456075159,0,0.000201818266160059,0,1.65645275274073e-13,0,6.47075493187543e-09,2.51733700551426e-09,0,5.70939716006968e-05,0,8.78852546293274e-13,0,2.22044604925031e-16,0,5.25541635476579e-06,0,0.000705901352873628,0,0.00135817349548084,6.79115166324351e-08,1.65638107674226e-08,0,0
"node str e-wpli alpha",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.46687173097871e-13,0.709433314268393,0.448782819924738,0,0,6.73511539576177e-05,0.711161623125883,0.613632788514986,0,0,0.000468975242004399,0.645228171630686,0.534447700712069,0,0,0,0,0.759978589013458,0.726855022434824,2.61199732953799e-08,0.000107498127170702,0.547848631037946,0.434232138805002,0.0214178460945108,2.01719249903753e-06,0,0,0,0,2.00552337612514e-05,0,0,0,0,0,0,4.23883150801885e-13,0,0,0,1.22124532708767e-14,0,0.271442231739703,0,0,0,0,3.91598597992981e-09,0,0,0,0,0,3.72796726044733e-07,0,0,0,0.257533805040641,0,0,0.00904605402636838,0.0589030271826245,9.31477117660506e-14,0.076421452410711
"node str e-wpli beta",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.550113648691567,0.0177569520822123,0.597182363313932,0.0078629404835111,0,0.598784570750847,0.00116563674443038,0.578828310021242,1.34737754287073e-09,0,0.563596393068613,0.266800321796919,0.47582731817778,0.0858386711615128,0.583468944852589,0.0650664934365776,0.226064403447239,0.268391712790122,0.0397896691838964,0.381640840206989,0.00372498642847252,0.0503265972903761,0.327736100056708,0.000297241769785295,0.283533834016181,0,8.66232020779734e-07,0.091676572746468,0.510099124089969,0.162558177601712,0.00650629986866424,0.0213253208360727,0.121443296219507,0.0765236480898275,0.0104955646181677,0.395019648724406,0.184331696905005,0.138449521525502,0.41650613224327,0.504115532357652,0.00187720175872186,0,0.717278161390174,0.250795816432822,0.0012393509560733,0.00533021556949154,0.21104574905437,0.739391789453569,0.406698232248615,0,1.59831918056241e-06,0.0858833762599909,0.502666799607755,0.284571216622577,2.53130849614536e-14,0.271419478990919,0.000393568678619394,0.285887240402492,0.0870168481081333,0,0.0294631074730676,0,0.115046055667987
"node str e-wpli delta",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.550018010790548,0.0152715863398634,0.723465338894828,0.583139985459212,0,0.254055527147042,0.000136262545384458,0.598959486662286,0.37338155787647,0,0.202401994337285,3.44169137633799e-14,0.0338270924483228,0.319597782989683,0.188290238485326,0.537434142831209,0.392177083632774,0.322782911113212,0.0320103930369573,0.000335182569315973,0.44468182083105,0.605897075992825,0.116889794167021,0.696509899345078,0.455005759343988,0.59853697742949,0.0407560926807394,0.585570173062592,0.0680441283608531,0.0702025853209244,0.128909109494144,0.0681366917886219,0.214340364270186,0.182288719199156,0.0982310724437917,0.112969240181193,0.0183246029014124,0.785347897681087,0.796836847786187,0.349459931270881,0.0766951264753442,0.0724710231060557,0.30335546393123,0.457760129490809,0.00181346365361779,0.485918681515625,0.299103550442842,0.718329212881988,0.408515511682894,0.638717916220542,0.0276536822318764,0.611540110286992,0.16631611959561,0.0268590672541478,0.0285207383991268,0.408599882984552,0.00539956588884594,0.693413714665499,0.0239563948874992,0.0117004383956024,0.00476772925098035,0.0822328109553869
"node str e-wpli gamma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220292100154446,0.681630167455261,0.589841015849245,0.649919606014903,0,0.657809410479342,0.642511214602284,0.236680184181198,0.746075432894134,0,0.284820534998227,9.8228536569156e-05,0.0464734222643521,0.639201750098379,0.77715297825336,4.27001923264392e-07,0.807789371624395,0.596164488266077,0.135227650954085,0.915210067391493,0,0.455763202591913,0.0840741018562947,0.0636288076188917,0.37239817948726,0,0.841296665218165,0.000110161465690872,0.00033308562064005,2.74221060170277e-06,0.00456097859932203,0.0284984162340608,0.00226000166426787,0.026140929604316,0.0271669287091716,1.08198688969496e-05,0.584432015698304,0.105886846950503,0.73673335187372,0.0684675789080059,0.591587420331615,1.39834088752622e-08,0,0.700612666256207,0,0.247288205755784,0.126294808203236,0.0467386598226698,0.3633347742508,0,0.826440271311788,0.124638549351139,0.567251182795017,0.715607860139023,3.06839807070469e-05,0.427625758948275,0.106395945115087,0.625935723582559,0.579040712481469,0.0073629478537639,0.57177926544345
"node str e-wpli theta",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.39248678832882e-14,0.581775464868058,0.022172183680981,0.793558023535184,0,0,0.579678965823072,0.0542349434887401,0.837275920008626,0,0,0,0,0.0294201304277089,0.153607714085492,0,0,4.1107117709771e-12,8.43769498715119e-15,0.651940539581981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.459104517278707,0.125861536351546,0,0.435103151515363,0,2.1094237467878e-15,0,0,1.43240974637138e-12,0,0,0,0,0,0,0,0,0,3.1479428996839e-07,0,0.00585525894534178,3.95794697016782e-09,0.000121304931952726,0,0
"node str s-lcoh alpha",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00834577901692923,0.485654015137521,0.74830061858281,2.39347666963763e-06,0,0.112130447212919,0.414848480697167,0.318831742510592,7.02352223047598e-08,0,0,0,0.472101713872172,0.574478279755315,2.37602092445499e-08,0.178617680342372,0.715339592394791,0.526706711133424,0.458653974907647,0.102793554285502,0,0,0,0,2.42625974866684e-09,0,0,0,0,0,0,6.95355227176009e-07,8.5265128291212e-14,0,0,0.179891696903742,0,0.39319048316891,0.000100275022062224,0,0,0,2.19829665137894e-07,0,0,0,0,0,1.86961557346876e-12,0,0.000995209443640066,1.17750442729658e-09,0.72696971645187,0,0,0.431080661617654,0.23141759864271,1.67229052827622e-09,0.0174281375230085
"node str s-lcoh beta",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.496064681725083,0.344753912439485,0.582043617958556,3.20794893915455e-06,0,0.39474257173229,0.176513813363739,0.483428890923222,0.0004419784441414,0.223674452740325,0.222349443736421,0.56007923706009,0.673215388855147,0.221277644962034,0.375032720736317,0.00199298196436293,0.649275449426093,0.632161227145935,0.00747376684787837,0.163813747732192,5.00127062929012e-05,0.00313406047113296,2.87882496063929e-07,0.579048171004451,0.443370194068674,4.94077857251529e-05,0.414443433848021,0.447296979039793,0.0572493209360887,0.000378282939880181,0.380978148856562,0.429029249283008,0.00330815345773861,0.382339353297822,0.580639891289253,0.0323213090682362,0,0.388856517954199,0.000290515664890911,4.92998608603301e-09,0.0278292834842633,0,0.361506590947207,0.253149399985129,0.00625999737725591,0.00327704115295513,1.10847978507245e-06,0.544819615441684,0.029872744350967,0,0.222637570493278,0.0108603961654155,0.177326988509156,0.042659021080244,0,0.479828495219308,0.0132408328572693,0.11290640168236
"node str s-lcoh delta",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.454631943196472,0.43274056576035,0.205879319675628,0.224204203516392,0,0.556188164033293,0.13645027489192,0.0290629650954706,0.0453738339597194,0.445001316205226,0.30284037031218,0.115556806048662,0.177421395542956,0.155415666995839,0.497428278026136,0.169801387735923,0.290534530187885,0.0219464453165561,0.713512563275455,0.297406114682795,0.762160077979961,0.0282764064508121,0.0811303463271046,0.00876225979024736,0.100964641366821,0.00650570821981156,0.018183608863878,0.314699030914418,0.277935582930022,0.00533541297817974,0.0557432242714672,0.0125101573161081,0.318818537585858,0.902129019643109,0.707814650685054,0.0981879424250321,0.0132516814324329,0.1467233460924,0.666943815301997,0.000479934904273449,0.585592698655612,0.000686681202423545,0.749430794280464,0.250347463581358,0.77691776686635,0.0176695283366896,0.0999616214107301,0.00906701262484766,0.000325310445842164,1.36787473481448e-06,0.00424143426775314,0.000188027084472298,0.816767304562351,0.828258227649597,0.00112497717540239,0.723676551081216,0.000175511151411456
"node str s-lcoh gamma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.919525122882545,0.83791864223784,5.04243091725698e-09,0.495598628723344,0,0.817361633160479,0.3560417216217,0.663937801033645,0.797948290508722,0.832624835224911,0.831255924478914,0.894758042462912,0.797378650296482,0.530505560204594,0.865948368040538,0.0151262500490542,0.726535230329194,0.618444519016788,0.491682831231888,0.820477926951965,6.25160607716779e-05,0.878570129515896,0.162748598571393,0.447559864931669,0.0427408311558122,0.234959410556758,0.501588213748548,0.540514851512446,0.381633872135794,0.291017505666842,0.219813327706776,0.797366433803904,0.570228616568562,0.734621749703655,0.450448492927298,0.744920700425519,0.496040805968847,8.7186514828419e-05,0.580879535060543,1.60853068775779e-06,0.633342983172442,0.702949827608901,0.415858070281873,0.822765901686944,0.00034825645620129,0.847289066186216,0.777504659340857,0.510477628611595,0.578299789216323,8.84993418548419e-08,0.622825592512095,0.211422329607112,0.604245205913803,0.449371847698521,0.226348906894281,0.694930185209804
"node str s-lcoh theta",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.88178419700125e-16,0.68887515898535,0.485186770165423,0.925713519460269,0,0,0,8.28226376370367e-13,0.647866147796144,0.201696494334227,0,0,1.2539789873145e-08,0.0044643764232154,0.635395231566079,3.57062597267088e-08,0.000142190525391106,0,2.78288503352542e-12,0,0,0,0,0,0,0,0,0,0,0,0.199024889840364,0.179255020227065,0,0.656630650436626,0,0.000353004540795232,0,1.70746750072226e-11,0.000294909277645083,0,0.00347288815490487,0,7.28794802284938e-12,0,0,0,0.000170610224087264,0,0.0201568281944333,0,0.0583417183969601,9.74637927808608e-05,0.477991070516454,0,0
"node str s-lps alpha",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.64993043730399e-07,0.0988483611461136,0.723385411280295,0,0,0,0,0.478977009885858,0.743494314072922,1.93240876800171e-06,0.000133456348124339,0.170641060721065,0.468694503834034,0.603574632995888,0.0195109187660494,0,0,0,0,4.09459410544155e-06,0,0,0,0,0,0,1.25029897546369e-09,0,0,0,8.35681647104458e-07,0,0.0346702228111149,4.01450395148828e-09,0,2.1094237467878e-15,0,2.70340289709736e-07,8.61268278917748e-10,0,0,0,0,1.72424588940068e-07,0,2.06501482580279e-14,1.33226762955019e-15,0.539110912162735,0,0,0.151780192796243,0.262255007280758,5.86445622374754e-06,0.0532253689523638
"node str s-lps beta",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219475323222572,0.00177061508190035,0.727520071151758,0.00237659610360308,0.427267202575146,0.000522379845917964,0.82019954501948,0.387035066704693,0.178969043004858,0.53386884235259,0.26936577721833,0.616115606591287,0.647686332594346,6.99139323356857e-06,0.279887273417049,2.81647833899612e-06,1.07517448277861e-08,0.00184983251006576,0.756028465778161,0.609568035911668,0.000344328277126049,0.501739158865381,0.56130020194303,0.0395996575293308,0.00189087650987263,0.675956305129661,0.505432125233949,0.0350297586352675,0.498940032693846,0.407326218105916,2.13975218921192e-06,0,0.131110579054613,0.0217090399951669,0.0137070351647339,0.000384360316294186,0.0163566582453241,0.50504473560863,0.132996579003813,0.000148445699580391,3.84239853268298e-08,0.0016135566803227,0.736976753840387,0.0211938759997594,0,0.144157838828036,6.28448058925812e-07,0.0445191080334365,0.109829377273888,0,0.214057292738994,2.03925656361292e-08,0.0719923184753868
"node str s-lps delta",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.596690076005686,0.0423883983479356,0.204670930173702,0.139786192571883,0.513494188467573,0.203945649037997,0.111206633004029,0.193463608559026,0.282333771003976,0.250600339561857,0.0982743057737532,0.439212797418807,0.0978483055080095,0.763017056873691,0.480619505978266,0.833725708302741,0.156572211736222,0.097553024471306,0.0825048111517043,0.314467512113329,0.0559379940512582,0.114458142175191,0.494292905219675,0.51739755269489,0.0274241249449316,0.130377550338278,0.0945550045266266,0.221608684608405,0.899124719897783,0.749518714683671,0.115646973877735,0.073380884256794,0.33080845819058,0.475852545129227,0.00210701858247764,0.517752085420211,0.00146033823438318,0.759773239540422,0.450254428558498,0.834177764034441,0.1258143877795,0.112863098028983,0.0297155775628328,0.000638177324620903,5.57393236622072e-06,0.0105674083059057,0.00173014417497863,0.825416049355404,0.795125968579352,1.73347194414308e-05,0.491469668847256,0.000962072638235001
"node str s-lps gamma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.914459149265249,0.168571784994539,0.8410862872999,0.874810801715791,0.719415354114261,0.218263326679467,0.732411486219664,0.734873801806417,0.686301480710101,0.877752146052026,0.771159075596171,0.844446958687683,0.688831960170668,0.833449833491038,0.71956510969141,1.23076519753518e-07,0.872795358804243,0.204551877854296,0.336614640663631,0.0224324000624623,0.168105706435187,0.248373831669989,0.466490966795398,0.27437208121152,0.090686133514144,0.0317183518931035,0.829741691921179,0.600301102634444,0.74195020053597,0.414184899032783,0.823587673363564,0.0575969880707983,3.79696274421804e-14,0.800712626444501,0,0.337772912943331,0.837663235770105,0.800303272460223,0.714496043860688,2.10714003934243e-06,0.846550131169425,0.792317198331112,0.654434048156692,0.809543841160267,7.99360577730113e-15,0.823262364704545,0.131452924931775,0.282892155453526,0.594399503049073,0.718112648732445,0.780008652081387
"node str s-lps theta",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.669208999438948,0.0999642282664465,0,0,0,0.00908649540343975,0.248796172879312,0.00798657440368944,6.63100053754917e-07,0,2.04384287272319e-11,0,0,0,0,0,0,0,0,0,0,0,0.242592604889934,0.1204776063415,0,0.554370012332591,0,5.45402456531008e-07,0,1.2600509524674e-09,1.34034005894179e-07,0,0.000826303147952956,0,2.15303330719507e-11,0,0,0,1.14227383107846e-09,0,0.000427876877514666,0,0.0528287173263491,2.29695797682172e-06,0.375917931724115,0,0
"permutation entropy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.475766617288153,0.317407411971813,0,0,4.14464131570647e-07,1.3359846740002e-06,0.60908366330204,0,0,0,0,0,1.50131462817171e-10,0,0,0,0,0,0,0,0,0,0,0.000178007237996436,0,0,0,0,0,0,0,0,0,0,0,0,4.32986979603811e-14,0,0,0,8.95505891662651e-13,0,0,8.63254138783187e-05,0,0,8.68751064420081e-07
"range asymmetry alpha",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0442004126267977,0.249335350984734,0,0,0,8.88876779514547e-07,0.695583619906905,2.22044604925031e-16,0,0,0,0,1.88737914186277e-14,0,0,0,0,0,0,0,0,0,0,0.000495143786728769,0,0.00312828956017008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00391385196931049,1.64535052249448e-13,0,1.09071394915894e-07
"range asymmetry beta",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0554686784277532,0.000131997074845902,3.01432212523878e-11,0,0,0.0379942439929447,0.352210318527207,0.00248232129295467,0,1.06567865643115e-10,0,0,0,0,0,1.99840144432528e-14,0,0,0,2.9769292139159e-06,0.00600112992781265,0,0,0.00160200512450626,0,0.00435109265662237,5.88418203051333e-15,0,0.00203747397057397,0,0.0239429334799224,0,0,3.26405569239796e-14,0,0,0,0,0,0,9.99200722162641e-16,0,0,0.478365250823709,8.27984985019015e-07,2.56574985257885e-06,0.000501128651625993
